login_frequency,feature_usage_count,support_ticket_volume,payment_amount,account_age,churned
10.0,5.0,2.0,61.05,750,0
8.0,3.0,4.0,85.7,60,1
12.0,6.0,3.0,106.65,1470,0
15.0,7.0,4.0,108.25,1890,0
4.0,1.0,2.0,20.4,120,0
6.0,2.0,3.0,55.3,30,0
4.0,1.0,0.0,20.25,330,0
5.0,2.0,4.0,72.95,1560,0
12.0,4.0,4.0,89.45,1800,0
14.0,6.0,3.0,104.65,1920,0
13.0,5.0,2.0,75.2,1290,0
12.0,5.0,4.0,101.15,1830,0
5.0,1.0,3.0,44.4,30,1
7.0,3.0,3.0,89.5,150,1
14.0,6.0,1.0,68.75,1980,0
19.0,7.0,1.0,111.05,2010,0
13.0,5.0,2.0,99.0,1260,0
8.0,3.0,3.0,86.05,30,1
2.0,1.0,1.0,21.0,930,0
3.0,1.0,0.0,19.4,210,0
6.0,2.0,2.0,44.55,120,1
14.0,5.0,4.0,77.2,1020,0
3.0,1.0,2.0,19.45,90,0
5.0,0.0,4.0,24.85,570,0
7.0,2.0,0.0,35.4,930,1
10.0,4.0,4.0,95.65,30,1
11.0,3.0,2.0,41.35,90,0
5.0,1.0,1.0,19.6,1380,0
3.0,1.0,2.0,20.95,30,1
10.0,4.0,3.0,84.45,2070,0
5.0,1.0,1.0,20.25,150,0
2.0,1.0,0.0,19.65,30,0
4.0,1.0,0.0,20.65,780,0
5.0,1.0,3.0,34.7,300,1
12.0,5.0,1.0,99.3,750,0
6.0,3.0,3.0,81.05,1920,0
13.0,6.0,0.0,67.6,900,0
3.0,1.0,3.0,70.15,390,0
18.0,8.0,2.0,115.0,1920,0
10.0,4.0,1.0,84.8,1380,0
5.0,1.0,0.0,19.7,360,0
6.0,1.0,2.0,19.75,450,1
10.0,4.0,4.0,92.55,510,1
8.0,4.0,2.0,63.15,390,0
12.0,6.0,0.0,74.0,2010,0
5.0,1.0,2.0,29.1,720,0
6.0,2.0,2.0,50.05,180,0
9.0,4.0,1.0,60.05,1590,1
9.0,2.0,4.0,74.3,480,1
3.0,1.0,0.0,20.0,300,0
7.0,2.0,4.0,74.65,390,0
10.0,3.0,4.0,85.35,270,1
16.0,6.0,2.0,74.3,750,1
12.0,3.0,1.0,44.4,210,0
15.0,7.0,1.0,85.4,1140,0
14.0,5.0,5.0,94.1,1290,0
14.0,5.0,4.0,98.1,120,1
15.0,7.0,3.0,108.9,750,0
7.0,3.0,3.0,56.2,810,0
7.0,2.0,2.0,26.1,2160,0
15.0,4.0,4.0,85.45,2130,0
15.0,4.0,3.0,88.95,720,0
15.0,7.0,1.0,109.65,1500,1
12.0,5.0,3.0,74.35,1710,0
7.0,2.0,2.0,48.85,450,0
8.0,3.0,4.0,80.1,120,0
10.0,3.0,2.0,56.05,840,0
7.0,2.0,4.0,74.55,270,1
8.0,4.0,6.0,89.8,1650,0
11.0,5.0,6.0,100.95,90,1
9.0,4.0,5.0,94.9,300,1
6.0,1.0,1.0,19.1,1650,0
7.0,1.0,1.0,20.35,600,0
14.0,6.0,2.0,106.05,1860,0
14.0,6.0,2.0,104.9,960,1
8.0,1.0,1.0,19.65,1290,0
2.0,0.0,4.0,24.1,270,1
11.0,4.0,0.0,59.85,1800,0
16.0,7.0,2.0,86.1,1740,0
7.0,1.0,2.0,19.45,210,0
8.0,4.0,3.0,97.1,60,0
4.0,2.0,5.0,36.65,1110,0
12.0,6.0,1.0,103.9,1950,0
3.0,1.0,0.0,19.75,1170,0
15.0,6.0,1.0,104.05,1980,1
5.0,2.0,0.0,24.55,2040,0
11.0,4.0,0.0,48.7,1860,0
9.0,4.0,1.0,88.35,90,1
17.0,7.0,4.0,109.55,2160,0
3.0,1.0,2.0,20.65,1230,0
12.0,4.0,3.0,94.65,870,1
7.0,3.0,3.0,55.2,120,0
10.0,2.0,1.0,24.05,1590,0
10.0,2.0,4.0,74.4,30,1
17.0,7.0,0.0,79.9,1230,1
3.0,1.0,1.0,20.45,1170,0
3.0,1.0,5.0,19.25,1890,0
6.0,2.0,2.0,26.35,450,0
4.0,1.0,2.0,43.8,390,0
4.0,2.0,5.0,50.15,30,0
4.0,1.0,0.0,20.45,30,0
3.0,1.0,3.0,69.7,240,1
13.0,4.0,4.0,61.4,1800,0
11.0,5.0,3.0,98.1,360,1
11.0,5.0,1.0,70.75,1200,0
10.0,4.0,4.0,61.15,1980,0
2.0,1.0,1.0,20.25,1260,0
11.0,5.0,1.0,63.85,1980,0
13.0,5.0,4.0,98.7,1470,0
2.0,1.0,2.0,20.5,30,1
6.0,1.0,0.0,20.0,1230,0
3.0,1.0,0.0,19.3,1230,0
8.0,4.0,1.0,84.4,690,0
4.0,0.0,3.0,25.1,90,0
11.0,4.0,3.0,48.25,120,0
3.0,1.0,1.0,19.85,1560,0
13.0,5.0,5.0,99.6,120,1
12.0,5.0,2.0,94.2,330,0
9.0,3.0,3.0,62.15,60,0
7.0,3.0,4.0,79.3,780,0
7.0,3.0,2.0,56.25,720,0
4.0,1.0,3.0,20.3,360,0
11.0,5.0,3.0,99.0,1800,0
22.0,8.0,1.0,90.6,1920,0
17.0,7.0,2.0,85.9,1980,0
11.0,3.0,3.0,79.2,1800,0
11.0,5.0,2.0,70.35,510,0
3.0,1.0,0.0,19.35,1260,0
7.0,2.0,4.0,50.15,30,0
8.0,4.0,0.0,63.8,1410,0
3.0,1.0,2.0,20.55,300,0
16.0,8.0,0.0,88.55,2100,0
12.0,5.0,4.0,101.4,2010,0
6.0,2.0,3.0,81.95,30,1
4.0,1.0,5.0,69.35,210,1
3.0,1.0,4.0,44.6,30,0
9.0,4.0,0.0,63.75,120,0
15.0,7.0,3.0,109.25,1980,0
7.0,3.0,3.0,84.6,360,0
3.0,1.0,3.0,20.45,720,0
6.0,3.0,3.0,85.75,780,0
8.0,3.0,3.0,91.1,180,1
15.0,6.0,3.0,107.95,1710,0
8.0,3.0,6.0,86.1,420,1
10.0,2.0,2.0,22.95,1260,0
10.0,4.0,4.0,94.7,750,1
9.0,1.0,1.0,19.45,1920,0
6.0,3.0,4.0,85.1,660,1
4.0,1.0,1.0,19.7,570,0
12.0,5.0,3.0,99.15,1830,1
10.0,3.0,5.0,87.0,660,0
14.0,6.0,3.0,102.95,2100,1
5.0,2.0,5.0,79.95,360,0
9.0,4.0,0.0,64.0,930,0
12.0,3.0,3.0,64.9,330,0
7.0,2.0,0.0,25.75,2040,0
16.0,8.0,2.0,90.15,2160,0
18.0,8.0,1.0,116.1,2010,0
17.0,6.0,2.0,104.95,1800,0
3.0,1.0,3.0,45.05,30,1
4.0,1.0,3.0,71.0,30,1
8.0,4.0,2.0,50.0,1740,0
5.0,1.0,4.0,70.55,1410,1
5.0,2.0,4.0,79.7,30,1
4.0,1.0,1.0,20.45,30,0
10.0,4.0,4.0,59.0,660,1
11.0,4.0,3.0,60.35,1440,1
5.0,1.0,0.0,19.85,1110,0
3.0,1.0,0.0,19.95,390,0
5.0,2.0,0.0,26.45,1290,0
13.0,6.0,0.0,63.4,180,0
10.0,5.0,0.0,53.95,2130,0
7.0,1.0,3.0,69.25,30,1
12.0,5.0,4.0,95.1,2160,0
6.0,2.0,3.0,74.1,180,0
6.0,2.0,0.0,35.5,360,0
4.0,1.0,4.0,70.95,750,1
7.0,3.0,1.0,79.2,630,0
5.0,2.0,0.0,48.8,180,0
7.0,3.0,5.0,89.0,600,1
10.0,5.0,4.0,99.4,540,1
10.0,3.0,2.0,55.45,1290,0
7.0,2.0,0.0,25.4,1050,0
6.0,2.0,3.0,73.5,30,1
15.0,5.0,5.0,93.5,960,0
16.0,6.0,2.0,63.9,1560,0
9.0,3.0,6.0,64.85,960,0
15.0,6.0,0.0,63.8,2160,0
8.0,3.0,1.0,44.45,1530,0
3.0,1.0,2.0,19.95,2040,0
10.0,3.0,3.0,43.35,240,0
9.0,3.0,3.0,49.65,1470,0
16.0,7.0,3.0,85.1,2160,0
13.0,4.0,5.0,95.5,270,1
11.0,4.0,3.0,92.35,840,1
9.0,4.0,3.0,89.8,1620,0
5.0,2.0,6.0,74.55,330,1
13.0,5.0,2.0,103.05,1500,0
16.0,8.0,2.0,116.0,2070,0
6.0,1.0,3.0,69.9,30,0
11.0,5.0,2.0,95.1,2040,0
7.0,3.0,1.0,40.25,1200,0
6.0,2.0,1.0,25.75,930,0
15.0,6.0,3.0,105.35,990,0
16.0,7.0,2.0,113.6,1650,0
6.0,2.0,2.0,24.0,2040,0
4.0,1.0,0.0,19.4,360,0
15.0,7.0,3.0,86.1,2130,0
13.0,6.0,4.0,102.65,1200,0
13.0,5.0,5.0,92.85,1920,0
10.0,5.0,1.0,97.75,1590,0
10.0,4.0,1.0,83.8,360,1
11.0,4.0,2.0,54.45,1590,1
16.0,6.0,4.0,97.95,2160,0
7.0,1.0,0.0,19.95,1380,0
4.0,2.0,0.0,24.6,1200,0
10.0,4.0,2.0,50.95,360,0
6.0,2.0,3.0,75.6,270,0
7.0,3.0,3.0,80.75,1530,0
8.0,4.0,3.0,90.4,1470,0
11.0,5.0,3.0,99.8,1230,1
11.0,4.0,0.0,60.25,1680,0
3.0,1.0,2.0,20.2,120,0
10.0,4.0,2.0,64.15,600,0
2.0,1.0,1.0,20.25,780,0
14.0,6.0,3.0,105.85,600,1
8.0,2.0,4.0,75.45,210,1
9.0,4.0,3.0,93.85,210,1
12.0,5.0,5.0,99.0,1530,0
8.0,3.0,4.0,80.3,120,0
3.0,1.0,3.0,19.55,30,0
16.0,6.0,3.0,100.75,810,0
11.0,5.0,3.0,100.75,660,1
7.0,3.0,0.0,53.75,360,0
3.0,1.0,0.0,31.0,90,1
7.0,2.0,1.0,25.6,1020,0
11.0,4.0,0.0,58.35,720,0
9.0,3.0,4.0,80.0,1530,1
8.0,2.0,3.0,46.35,420,0
18.0,8.0,4.0,113.75,1770,0
11.0,4.0,4.0,90.4,90,0
14.0,7.0,1.0,109.3,1950,0
4.0,1.0,3.0,70.25,150,1
17.0,8.0,1.0,90.3,1770,0
13.0,6.0,1.0,65.25,2160,0
10.0,5.0,4.0,100.15,1860,1
11.0,5.0,4.0,94.5,840,1
8.0,3.0,0.0,60.65,90,0
8.0,2.0,2.0,24.1,570,0
7.0,1.0,0.0,19.5,30,0
9.0,4.0,3.0,85.95,720,0
8.0,3.0,0.0,53.5,1710,0
6.0,2.0,2.0,25.45,2160,0
4.0,1.0,1.0,20.5,2010,0
2.0,1.0,1.0,20.85,1560,0
19.0,8.0,2.0,89.9,2130,0
6.0,2.0,3.0,26.0,780,0
17.0,8.0,3.0,113.2,1050,0
6.0,1.0,3.0,69.05,1650,0
2.0,1.0,1.0,20.1,990,0
18.0,7.0,4.0,109.65,2160,0
6.0,1.0,2.0,19.2,30,0
3.0,1.0,3.0,33.9,300,1
9.0,4.0,2.0,90.0,1110,0
5.0,2.0,1.0,34.0,360,0
6.0,1.0,1.0,20.4,30,0
6.0,3.0,0.0,38.6,1860,0
2.0,0.0,4.0,25.25,30,0
10.0,4.0,3.0,60.6,540,0
10.0,4.0,3.0,89.95,2070,1
8.0,2.0,5.0,74.75,60,0
6.0,1.0,1.0,20.6,570,0
10.0,3.0,4.0,84.45,360,1
4.0,1.0,1.0,20.4,270,0
16.0,6.0,3.0,81.7,810,0
9.0,3.0,2.0,79.5,810,1
8.0,3.0,3.0,89.15,30,1
6.0,1.0,0.0,20.3,720,0
6.0,2.0,5.0,74.95,420,1
6.0,2.0,4.0,74.4,960,1
3.0,1.0,0.0,20.0,330,0
6.0,2.0,0.0,25.0,30,0
6.0,3.0,4.0,80.45,1140,0
4.0,1.0,0.0,19.75,270,0
11.0,5.0,2.0,65.65,1620,0
9.0,4.0,2.0,71.0,870,0
11.0,4.0,3.0,89.2,1320,0
17.0,7.0,2.0,86.75,1770,0
6.0,2.0,2.0,55.3,90,1
11.0,4.0,2.0,61.5,540,0
6.0,2.0,1.0,25.1,2010,0
8.0,3.0,1.0,55.15,660,1
5.0,2.0,1.0,34.05,990,0
4.0,1.0,2.0,19.95,150,0
2.0,1.0,3.0,19.95,60,0
17.0,8.0,3.0,89.7,2160,0
4.0,1.0,2.0,20.4,270,0
5.0,2.0,1.0,26.3,2010,0
7.0,3.0,3.0,84.95,480,1
5.0,1.0,1.0,20.7,240,0
11.0,4.0,1.0,43.25,150,1
7.0,2.0,3.0,48.35,690,1
6.0,2.0,3.0,79.55,30,1
6.0,1.0,3.0,71.05,1500,1
4.0,1.0,2.0,19.45,510,0
16.0,7.0,4.0,110.8,2040,0
7.0,3.0,4.0,84.5,30,1
3.0,1.0,4.0,69.3,750,0
9.0,4.0,1.0,49.35,2010,0
3.0,1.0,2.0,20.35,960,0
13.0,6.0,4.0,105.6,2010,0
15.0,6.0,2.0,64.45,2160,0
16.0,7.0,3.0,108.6,2130,1
4.0,2.0,3.0,49.9,30,0
4.0,1.0,5.0,30.3,1380,1
3.0,1.0,3.0,30.4,60,1
4.0,1.0,2.0,45.4,30,1
10.0,4.0,3.0,65.65,1440,0
16.0,6.0,1.0,103.3,1830,0
11.0,3.0,4.0,84.15,960,1
3.0,1.0,3.0,44.45,60,0
2.0,1.0,0.0,19.75,90,1
7.0,3.0,1.0,85.4,150,1
20.0,8.0,1.0,89.9,2130,0
8.0,3.0,3.0,55.05,1110,0
13.0,6.0,2.0,104.1,1950,0
13.0,6.0,2.0,106.6,2010,0
8.0,2.0,4.0,75.2,1470,1
12.0,5.0,2.0,70.5,1500,0
3.0,1.0,2.0,19.6,750,0
8.0,3.0,3.0,55.85,510,1
6.0,2.0,2.0,24.05,1920,0
9.0,2.0,5.0,38.1,750,0
15.0,6.0,5.0,106.4,690,1
8.0,2.0,2.0,34.25,720,0
11.0,5.0,5.0,100.05,1110,0
4.0,1.0,4.0,68.65,630,0
4.0,1.0,3.0,45.8,30,0
4.0,2.0,3.0,75.75,300,0
7.0,3.0,5.0,84.4,180,1
10.0,5.0,3.0,96.4,1530,0
5.0,1.0,0.0,20.55,300,0
11.0,4.0,1.0,50.95,180,0
17.0,8.0,0.0,90.5,1410,0
14.0,7.0,1.0,79.4,1830,0
11.0,5.0,2.0,58.75,1560,0
10.0,4.0,2.0,59.45,1050,0
13.0,6.0,4.0,105.7,2130,0
6.0,3.0,2.0,56.25,180,1
8.0,3.0,4.0,53.3,1350,0
11.0,3.0,3.0,85.55,60,1
8.0,4.0,2.0,68.65,120,1
2.0,0.0,3.0,24.3,60,0
7.0,2.0,3.0,77.85,120,1
10.0,4.0,1.0,59.9,1530,0
6.0,2.0,1.0,23.95,1800,0
4.0,1.0,0.0,20.15,270,0
14.0,6.0,4.0,105.35,90,1
13.0,5.0,2.0,95.65,510,0
7.0,3.0,4.0,87.05,240,1
18.0,6.0,1.0,81.0,1380,0
16.0,7.0,1.0,82.45,2040,0
8.0,2.0,3.0,53.5,30,1
3.0,1.0,0.0,20.5,120,0
2.0,0.0,3.0,25.1,30,1
7.0,3.0,0.0,54.4,840,0
8.0,3.0,4.0,58.6,1170,0
7.0,3.0,5.0,84.8,330,0
17.0,5.0,3.0,61.4,2130,0
4.0,1.0,1.0,20.4,60,0
6.0,3.0,3.0,79.65,900,1
3.0,1.0,0.0,20.15,510,0
14.0,5.0,6.0,94.45,1650,0
9.0,3.0,3.0,79.8,1740,0
6.0,3.0,0.0,54.2,150,1
3.0,1.0,0.0,19.45,30,1
4.0,2.0,4.0,74.05,270,0
7.0,2.0,1.0,49.15,780,0
5.0,1.0,0.0,19.4,1500,0
18.0,8.0,1.0,113.65,2160,0
12.0,6.0,3.0,106.0,1290,0
6.0,2.0,2.0,25.95,1680,0
5.0,1.0,0.0,19.1,30,0
13.0,6.0,5.0,103.4,2160,1
15.0,6.0,2.0,100.55,2160,0
12.0,4.0,5.0,95.4,1080,0
14.0,5.0,1.0,75.15,150,0
11.0,4.0,3.0,84.45,390,1
11.0,4.0,3.0,89.15,1320,0
15.0,7.0,1.0,107.9,2100,0
4.0,1.0,2.0,19.5,1320,0
7.0,3.0,4.0,85.95,960,1
6.0,2.0,0.0,24.95,2070,0
10.0,3.0,0.0,59.4,480,1
2.0,1.0,1.0,19.5,2040,0
4.0,1.0,4.0,69.95,480,0
14.0,6.0,1.0,82.85,2040,0
5.0,1.0,0.0,19.0,120,0
7.0,3.0,0.0,38.85,780,0
3.0,1.0,3.0,30.6,870,1
6.0,1.0,2.0,20.35,150,0
15.0,5.0,4.0,95.0,2100,0
12.0,5.0,0.0,74.4,720,0
15.0,7.0,0.0,78.45,2160,0
6.0,2.0,2.0,74.3,30,0
11.0,4.0,0.0,51.05,2100,0
4.0,1.0,1.0,19.2,1080,0
14.0,5.0,3.0,99.55,1140,1
5.0,1.0,3.0,70.0,510,1
17.0,7.0,1.0,109.1,1230,0
4.0,1.0,4.0,45.3,30,1
6.0,1.0,2.0,29.85,60,1
8.0,2.0,3.0,76.45,420,0
12.0,5.0,2.0,95.1,60,1
4.0,1.0,0.0,19.8,30,1
12.0,6.0,1.0,72.8,390,0
3.0,1.0,2.0,18.95,180,0
6.0,2.0,4.0,76.65,120,1
11.0,5.0,1.0,99.15,150,1
14.0,5.0,4.0,101.75,450,0
4.0,2.0,4.0,75.45,1410,0
10.0,4.0,1.0,64.1,240,0
2.0,0.0,4.0,25.65,510,0
8.0,2.0,3.0,75.1,450,0
11.0,5.0,2.0,95.85,780,0
10.0,3.0,4.0,54.4,690,0
6.0,2.0,3.0,72.75,120,0
5.0,1.0,0.0,19.85,870,0
4.0,1.0,1.0,19.05,750,0
3.0,1.0,4.0,44.95,270,1
5.0,2.0,4.0,49.55,540,1
12.0,4.0,3.0,94.85,90,0
10.0,4.0,1.0,46.25,2070,0
3.0,1.0,2.0,19.35,420,0
11.0,4.0,4.0,69.6,570,0
11.0,4.0,5.0,90.7,1170,0
10.0,5.0,4.0,101.4,930,0
7.0,1.0,2.0,20.25,720,0
4.0,2.0,1.0,48.8,420,0
17.0,6.0,0.0,74.35,1920,0
3.0,1.0,0.0,19.35,1500,0
12.0,5.0,1.0,68.75,1560,0
14.0,5.0,5.0,100.2,840,0
3.0,1.0,0.0,20.85,630,0
9.0,4.0,3.0,95.9,750,1
4.0,1.0,1.0,19.35,510,0
9.0,2.0,6.0,45.0,1740,0
7.0,2.0,3.0,81.5,510,1
8.0,2.0,1.0,25.5,1530,0
9.0,4.0,1.0,48.9,2160,0
7.0,3.0,4.0,84.1,1560,1
8.0,1.0,1.0,19.6,810,0
3.0,1.0,0.0,20.0,90,0
15.0,7.0,1.0,81.3,1920,0
10.0,4.0,3.0,95.2,1350,0
4.0,1.0,3.0,36.45,90,1
16.0,7.0,2.0,83.3,2130,0
1.0,0.0,4.0,25.05,30,1
8.0,1.0,2.0,20.3,1740,0
10.0,4.0,5.0,89.85,1020,0
5.0,2.0,2.0,49.85,240,1
3.0,1.0,1.0,19.8,450,0
12.0,4.0,1.0,54.65,1980,0
4.0,1.0,4.0,29.35,360,0
3.0,1.0,1.0,19.15,1740,0
2.0,1.0,0.0,19.1,90,0
9.0,4.0,4.0,55.55,1290,1
7.0,3.0,4.0,80.55,270,0
4.0,1.0,0.0,20.25,90,0
12.0,4.0,2.0,69.5,660,1
13.0,6.0,6.0,106.0,1200,0
7.0,2.0,0.0,25.5,2040,0
14.0,6.0,4.0,104.3,1620,1
14.0,6.0,1.0,79.6,1500,0
8.0,2.0,2.0,55.25,30,0
17.0,8.0,0.0,88.05,2160,0
3.0,1.0,2.0,20.4,1200,0
18.0,8.0,1.0,117.6,2160,0
4.0,1.0,0.0,20.0,180,0
5.0,1.0,2.0,19.65,150,0
11.0,5.0,2.0,70.55,1440,0
11.0,4.0,4.0,93.85,30,1
9.0,4.0,0.0,65.8,1920,0
3.0,1.0,1.0,20.05,510,0
9.0,3.0,3.0,80.0,1200,0
6.0,2.0,4.0,35.4,1230,0
11.0,3.0,4.0,79.6,1530,0
6.0,3.0,3.0,80.25,1230,0
10.0,2.0,5.0,50.45,30,1
3.0,1.0,1.0,20.45,60,0
8.0,3.0,6.0,79.6,2040,0
8.0,2.0,2.0,24.7,720,0
15.0,6.0,0.0,77.3,2100,0
5.0,1.0,1.0,29.75,90,0
3.0,1.0,3.0,44.9,60,0
4.0,1.0,3.0,29.8,90,0
14.0,5.0,0.0,74.65,210,1
8.0,4.0,4.0,71.95,390,0
4.0,1.0,0.0,20.75,210,0
6.0,2.0,4.0,56.3,360,0
13.0,6.0,3.0,105.25,1590,0
9.0,4.0,7.0,94.2,360,1
6.0,1.0,1.0,19.55,1890,0
17.0,7.0,0.0,84.45,450,0
10.0,3.0,3.0,53.65,1080,0
4.0,1.0,4.0,29.9,120,0
5.0,1.0,1.0,19.7,720,0
10.0,4.0,1.0,43.7,1830,0
9.0,3.0,4.0,55.3,480,0
5.0,1.0,1.0,19.85,1950,0
2.0,1.0,2.0,19.65,780,0
5.0,2.0,1.0,49.45,480,0
15.0,6.0,4.0,106.55,1620,1
4.0,1.0,1.0,20.1,30,1
3.0,1.0,0.0,20.45,150,0
5.0,2.0,4.0,39.7,570,0
7.0,3.0,2.0,54.5,300,0
10.0,4.0,2.0,83.8,690,1
7.0,2.0,2.0,55.15,90,1
15.0,7.0,2.0,111.6,2160,0
6.0,3.0,5.0,86.65,300,1
7.0,3.0,4.0,55.55,300,0
3.0,1.0,0.0,20.55,330,0
13.0,6.0,4.0,106.75,1110,1
10.0,4.0,2.0,62.1,510,0
13.0,6.0,6.0,104.5,1080,0
13.0,5.0,5.0,101.8,510,0
14.0,7.0,2.0,110.6,1980,0
21.0,7.0,0.0,84.9,1830,0
10.0,4.0,4.0,93.2,660,0
1.0,0.0,2.0,24.4,30,0
5.0,1.0,4.0,70.55,180,0
7.0,3.0,2.0,78.45,930,1
16.0,7.0,2.0,85.0,2040,0
8.0,4.0,6.0,87.45,1020,1
11.0,4.0,1.0,85.8,1560,0
10.0,4.0,2.0,91.1,300,0
6.0,1.0,4.0,70.75,870,1
2.0,1.0,0.0,20.1,2160,0
5.0,1.0,0.0,20.05,1410,0
11.0,5.0,2.0,74.8,720,0
6.0,2.0,2.0,24.8,1950,0
11.0,5.0,2.0,100.85,120,0
12.0,5.0,4.0,101.35,360,1
9.0,3.0,7.0,81.7,30,1
5.0,1.0,6.0,68.25,990,1
16.0,6.0,1.0,105.1,1020,0
3.0,1.0,1.0,20.4,420,0
6.0,2.0,4.0,79.15,120,1
4.0,1.0,1.0,20.0,390,0
14.0,6.0,0.0,79.4,1950,0
7.0,3.0,2.0,57.2,690,0
11.0,4.0,3.0,58.6,1650,0
10.0,4.0,4.0,94.8,1470,0
15.0,6.0,4.0,102.5,1800,0
3.0,1.0,1.0,20.35,2070,0
6.0,3.0,4.0,84.9,1200,0
11.0,5.0,0.0,69.2,2010,0
8.0,4.0,4.0,95.45,1050,1
13.0,5.0,1.0,100.95,570,1
5.0,1.0,1.0,20.85,390,0
9.0,4.0,3.0,88.5,1230,0
5.0,2.0,6.0,35.0,120,0
7.0,3.0,0.0,55.15,720,0
7.0,3.0,5.0,50.95,150,0
10.0,4.0,2.0,64.0,150,0
2.0,1.0,6.0,69.1,30,1
15.0,7.0,0.0,80.2,2160,0
8.0,2.0,2.0,49.3,720,0
15.0,7.0,1.0,84.35,1260,0
6.0,1.0,0.0,20.05,120,0
17.0,8.0,2.0,117.2,2040,0
3.0,1.0,1.0,20.1,990,0
3.0,1.0,7.0,69.6,30,1
13.0,6.0,3.0,103.45,930,1
7.0,3.0,3.0,77.95,120,1
14.0,7.0,3.0,109.95,2070,0
10.0,4.0,4.0,94.75,1140,0
6.0,3.0,3.0,80.0,90,0
15.0,6.0,1.0,79.65,1440,0
5.0,2.0,1.0,25.2,450,0
6.0,1.0,0.0,19.9,750,0
5.0,2.0,4.0,78.45,30,1
8.0,3.0,3.0,44.8,1440,0
6.0,1.0,0.0,20.3,30,0
2.0,1.0,2.0,19.2,30,0
8.0,3.0,3.0,80.05,1110,0
16.0,7.0,3.0,107.35,1980,0
9.0,4.0,2.0,47.85,780,0
13.0,5.0,0.0,70.8,1890,0
5.0,1.0,3.0,29.5,300,1
10.0,4.0,2.0,70.75,60,1
10.0,3.0,4.0,59.1,540,0
5.0,2.0,1.0,25.55,1920,0
8.0,3.0,3.0,84.45,270,1
6.0,1.0,0.0,20.25,840,0
5.0,2.0,4.0,75.55,30,0
8.0,3.0,5.0,85.65,120,1
10.0,5.0,1.0,70.15,1140,1
10.0,5.0,6.0,95.3,1980,0
4.0,1.0,4.0,70.25,30,0
7.0,2.0,1.0,50.3,540,0
10.0,5.0,3.0,97.8,1530,1
7.0,1.0,1.0,19.85,0,0
3.0,1.0,2.0,46.3,30,1
7.0,1.0,1.0,19.35,360,0
14.0,6.0,4.0,106.3,1230,1
9.0,2.0,0.0,25.0,360,0
4.0,1.0,0.0,20.3,1650,0
6.0,2.0,5.0,75.35,210,0
13.0,4.0,2.0,89.4,360,1
16.0,8.0,2.0,88.0,2040,0
10.0,3.0,3.0,83.15,150,1
4.0,1.0,4.0,43.8,1470,0
14.0,5.0,4.0,62.05,1200,0
3.0,1.0,0.0,20.1,480,0
8.0,2.0,3.0,74.15,300,1
15.0,6.0,4.0,101.35,2160,0
12.0,3.0,4.0,84.05,60,0
3.0,1.0,1.0,20.9,690,0
14.0,6.0,4.0,105.9,2130,0
11.0,5.0,5.0,99.5,330,1
3.0,1.0,4.0,44.15,30,1
9.0,3.0,1.0,53.9,480,1
9.0,3.0,3.0,85.45,30,1
7.0,3.0,4.0,85.05,360,0
8.0,3.0,1.0,44.1,1620,0
13.0,5.0,3.0,90.2,2040,0
9.0,2.0,3.0,50.85,120,1
6.0,3.0,4.0,59.2,30,1
7.0,3.0,0.0,53.45,810,0
4.0,1.0,2.0,19.95,630,0
11.0,3.0,5.0,83.2,390,1
14.0,6.0,1.0,74.65,1920,0
7.0,3.0,2.0,54.9,30,1
13.0,5.0,0.0,57.5,1710,0
13.0,6.0,4.0,103.9,630,1
2.0,1.0,0.0,19.65,570,0
10.0,4.0,3.0,93.8,930,0
18.0,8.0,0.0,89.25,1560,0
12.0,5.0,4.0,94.15,1380,0
7.0,3.0,2.0,55.6,330,0
10.0,4.0,5.0,48.7,1590,0
5.0,1.0,1.0,19.25,330,1
16.0,6.0,1.0,104.9,1710,0
5.0,2.0,3.0,75.45,60,1
6.0,3.0,3.0,54.85,60,1
5.0,1.0,0.0,19.9,2130,0
4.0,1.0,0.0,19.4,30,0
5.0,2.0,2.0,25.05,2040,0
15.0,7.0,1.0,84.45,2160,0
2.0,1.0,1.0,19.3,60,0
11.0,4.0,4.0,95.1,30,1
16.0,6.0,1.0,79.85,1230,0
6.0,2.0,1.0,25.55,2160,0
6.0,2.0,4.0,75.5,180,1
6.0,2.0,4.0,73.75,120,1
12.0,4.0,5.0,96.05,360,1
13.0,5.0,2.0,68.4,1740,0
4.0,1.0,1.0,20.65,210,0
7.0,3.0,4.0,55.15,1950,0
2.0,1.0,3.0,70.6,30,0
3.0,1.0,2.0,19.95,1680,0
4.0,1.0,1.0,19.0,120,0
4.0,1.0,3.0,44.1,1740,0
15.0,6.0,1.0,107.6,1860,0
9.0,4.0,5.0,61.55,780,0
10.0,5.0,3.0,90.7,1860,0
11.0,5.0,4.0,99.25,1740,0
19.0,8.0,0.0,91.7,2040,0
16.0,6.0,4.0,100.7,1830,0
12.0,6.0,1.0,78.45,1260,0
9.0,3.0,4.0,84.3,540,0
10.0,1.0,0.0,19.55,1680,0
9.0,4.0,3.0,88.95,120,1
3.0,1.0,2.0,20.45,120,0
7.0,3.0,2.0,55.6,1050,0
9.0,4.0,2.0,86.8,1920,0
3.0,1.0,0.0,20.95,930,0
8.0,1.0,2.0,20.05,2010,0
6.0,2.0,2.0,50.7,120,1
19.0,8.0,2.0,113.65,2100,0
7.0,2.0,2.0,53.4,90,1
